age,class,coninc,degree,educ,fechld,gunlaw,happy,satfin,sex,sibs,tvhours,wrkfull,healthre,female,maritals,healthy,vistzoo
85,3,,1,12,1,1,2,1,2,1,4,0,3,1,0,1,0
68,3,39930,1,13,1,2,1,1,2,3,0,0,4,1,0,1,0
75,2,,2,14,,1,2,2,2,2,,0,3,1,0,1,
52,2,101640,1,12,3,2,2,2,1,5,1,1,3,0,1,1,1
80,2,17242.5,1,12,,1,3,2,2,6,,0,3,1,0,1,
67,3,2541,1,13,,2,1,1,1,2,,0,3,0,1,1,
31,2,39930,1,13,2,2,2,3,2,8,4,0,3,1,0,1,0
47,3,163843.847,4,20,1,1,2,2,2,2,4,1,2,1,1,0,0
33,2,,1,12,1,,1,3,2,8,1,0,4,1,1,1,0
53,2,8167.5,0,11,1,1,1,1,2,6,3,0,2,1,0,0,1
47,2,4719,1,12,,2,2,3,2,10,,0,2,1,0,0,
57,3,72600,1,12,,2,3,2,1,2,,0,1,0,1,0,
58,3,163843.847,4,18,,2,1,1,2,2,,1,3,1,1,1,
55,3,101640,2,14,1,1,1,2,2,6,1,0,3,1,1,1,0
62,3,72600,4,20,1,1,2,2,2,5,2,1,3,1,0,1,0
26,2,39930,1,14,,2,2,2,2,2,,0,3,1,1,1,
73,1,,0,10,3,2,3,1,2,4,5,0,1,1,1,0,0
57,2,23595,1,12,,1,2,2,2,11,,1,3,1,0,1,
48,3,87120,3,16,,1,2,3,2,1,,0,3,1,1,1,
58,3,101640,3,16,2,1,2,2,2,5,2,0,3,1,1,1,0
79,3,23595,4,20,1,1,2,2,2,2,2,0,4,1,0,1,0
55,3,,3,16,,2,3,2,1,2,,1,3,0,1,1,
54,3,116160,1,16,,1,2,3,2,3,,0,4,1,1,1,
52,3,163843.847,2,14,2,1,1,1,2,0,0,0,4,1,1,1,0
80,2,32670,2,14,3,1,1,2,2,3,5,0,3,1,0,1,0
69,2,59895,1,12,,2,1,1,2,2,,1,4,1,1,1,
49,3,116160,4,17,2,1,2,2,2,4,2,1,4,1,1,1,1
75,3,72600,3,16,,1,1,2,1,3,,0,2,0,1,0,
51,3,116160,4,18,,1,2,1,2,3,,0,3,1,1,1,
34,2,101640,3,16,2,1,2,1,1,3,2,1,4,0,1,1,0
29,2,,3,16,1,1,3,2,2,2,4,0,2,1,1,0,1
44,3,5445,0,9,,1,2,3,2,0,,0,1,1,0,0,
54,3,163843.847,4,19,1,1,1,1,1,1,2,1,4,0,1,1,1
48,3,59895,1,15,,1,2,3,2,4,,0,4,1,1,1,
33,2,5445,3,19,1,2,2,1,1,1,0,0,4,0,0,1,0
31,2,,1,13,2,1,3,3,2,1,2,0,1,1,0,0,0
78,4,9982.5,1,13,2,1,2,3,2,7,0,0,4,1,0,1,0
47,2,6534,1,12,,1,2,2,1,2,,0,4,0,0,1,
58,3,8167.5,1,12,,1,1,2,1,5,,0,4,0,0,1,
49,3,72600,3,16,1,1,1,3,2,5,1,1,3,1,0,1,0
83,3,,1,12,,1,2,2,2,9,,0,3,1,0,1,
23,2,2541,1,13,,2,3,2,1,1,,0,2,0,0,0,
79,3,19965,3,16,,1,2,2,2,8,,0,3,1,1,1,
61,3,87120,1,12,3,1,1,2,2,2,2,1,3,1,1,1,1
40,2,49005,1,13,,1,1,3,1,1,,1,1,0,1,0,
57,2,39930,1,12,1,1,2,2,2,0,5,0,2,1,1,0,0
27,2,23595,1,12,,1,3,2,1,0,,1,2,0,0,0,
74,2,9982.5,1,12,1,2,2,2,2,8,6,0,2,1,1,0,0
57,3,32670,1,12,1,1,1,1,2,4,2,1,3,1,0,1,1
27,2,23595,1,14,,1,2,3,2,1,,0,2,1,0,0,
33,3,27225,1,11,1,1,2,3,2,4,4,1,1,1,0,0,1
39,3,101640,4,18,,1,1,2,1,1,,1,3,0,1,1,
34,2,3993,4,18,2,1,2,2,1,1,2,1,3,0,0,1,0
28,1,59895,1,15,,2,2,3,1,4,,1,3,0,0,1,
30,2,59895,1,14,,1,1,2,1,4,,1,4,0,1,1,
68,1,27225,1,12,,1,2,2,2,2,,0,3,1,0,1,
55,2,6534,1,10,1,2,3,3,1,11,4,0,1,0,0,0,0
59,2,87120,1,12,2,2,3,2,1,4,5,0,3,0,0,1,0
60,2,23595,1,13,,2,3,3,2,7,,1,2,1,0,0,
19,2,39930,0,10,1,1,1,1,1,6,2,0,4,0,0,1,1
48,2,32670,1,14,,1,3,2,2,6,,1,3,1,1,1,
27,2,39930,1,12,,1,2,2,1,8,,1,3,0,1,1,
33,2,39930,1,12,2,2,2,2,2,8,3,1,2,1,1,0,0
56,2,17242.5,0,11,2,2,1,2,1,4,6,1,3,0,0,1,0
53,2,19965,0,9,1,2,3,2,1,7,2,0,3,0,1,1,1
32,3,4719,1,12,,1,2,2,1,8,,0,2,0,0,0,
21,2,17242.5,1,13,,2,2,2,1,2,,1,3,0,0,1,
22,2,15427.5,0,5,3,1,3,2,2,7,1,0,2,1,0,0,1
40,2,49005,1,13,,2,2,2,1,2,,1,3,0,1,1,
22,3,59895,2,15,2,1,1,2,1,3,1,0,4,0,0,1,1
35,3,3267,4,16,1,2,2,2,2,1,1,0,4,1,1,1,1
64,3,59895,1,12,1,1,2,2,2,7,6,0,2,1,1,0,3
51,2,23595,0,12,,1,1,2,2,4,,1,3,1,1,1,
36,3,49005,1,12,2,1,1,1,1,4,3,1,2,0,0,0,4
37,2,39930,1,12,,1,2,2,1,1,,1,3,0,1,1,
25,2,23595,3,16,2,1,1,2,2,0,4,1,3,1,1,1,1
44,2,15427.5,0,0,,1,1,2,1,11,,1,3,0,0,1,
40,2,49005,0,6,3,1,3,2,2,4,2,1,3,1,0,1,0
28,2,17242.5,1,12,,1,2,3,2,3,,0,3,1,1,1,
59,2,39930,1,14,2,1,2,2,2,2,3,1,3,1,1,1,1
26,2,27225,3,17,2,2,1,3,1,3,4,1,3,0,0,1,2
27,2,116160,2,14,,2,1,1,1,4,,1,4,0,1,1,
69,3,49005,1,12,1,2,1,1,2,3,10,0,4,1,0,1,0
53,2,,1,12,,1,3,2,2,6,,0,2,1,0,0,
52,3,,1,12,3,2,1,3,1,1,5,0,4,0,0,1,1
60,2,8167.5,0,6,,1,1,3,2,12,,0,3,1,1,1,
60,3,101640,3,16,,1,2,1,1,8,,1,4,0,0,1,
59,2,59895,3,16,1,1,2,2,2,4,5,0,3,1,0,1,1
57,2,4719,1,14,2,1,2,1,1,3,8,0,3,0,0,1,1
37,2,17242.5,2,14,,2,3,3,2,3,,0,2,1,0,0,
40,2,,1,14,,1,3,2,2,4,,0,3,1,0,1,
51,3,27225,1,15,,1,1,2,2,13,,0,4,1,0,1,
77,3,23595,1,13,3,2,1,1,2,0,5,0,3,1,1,1,0
56,3,59895,3,16,,2,1,1,2,6,,1,3,1,1,1,
25,2,87120,1,12,1,1,2,2,1,3,2,1,3,0,1,1,0
48,2,59895,1,13,1,1,2,2,2,6,2,1,3,1,0,1,1
61,3,13612.5,1,12,,1,2,2,1,2,,0,1,0,0,0,
36,2,101640,0,6,3,2,1,3,2,6,2,0,3,1,1,1,2
28,3,,3,15,,1,3,3,2,11,,0,4,1,0,1,
23,2,17242.5,3,16,1,1,2,2,1,0,4,1,4,0,0,1,0
29,2,23595,1,15,,2,2,2,2,1,,1,2,1,0,0,
38,2,9982.5,1,14,,1,2,2,2,7,,1,3,1,0,1,
78,2,59895,4,18,,1,2,2,1,1,,0,2,0,1,0,
67,2,,0,11,3,2,1,2,2,12,1,0,3,1,0,1,0
48,3,72600,3,16,,2,2,3,2,5,,1,4,1,1,1,
68,3,116160,2,14,1,1,1,1,1,4,6,1,3,0,1,1,1
42,2,72600,1,12,,2,1,2,1,6,,1,3,0,0,1,
65,2,87120,1,14,2,1,1,2,2,3,2,1,4,1,1,1,0
77,3,32670,1,13,3,1,3,1,2,3,0,0,3,1,0,1,0
62,3,87120,1,14,2,2,2,1,2,10,2,1,3,1,1,1,1
51,3,8167.5,0,8,,1,2,2,1,3,,1,2,0,0,0,
28,2,59895,0,12,,2,1,1,2,3,,1,4,1,0,1,
53,2,,1,12,,1,2,3,2,0,,1,2,1,1,0,
40,2,116160,1,15,1,1,2,3,2,2,2,1,2,1,1,0,4
51,3,116160,3,16,,1,2,1,1,4,,1,3,0,1,1,
65,3,49005,1,13,,1,3,3,1,7,,0,2,0,0,0,
51,2,27225,1,13,1,2,2,3,2,4,2,1,3,1,0,1,0
60,2,72600,2,14,2,1,2,2,1,8,5,1,3,0,1,1,0
57,2,39930,1,12,,1,2,3,1,4,,0,3,0,0,1,
53,1,2541,1,12,,1,1,1,2,5,,0,3,1,1,1,
56,2,23595,1,12,1,1,1,2,1,6,3,1,2,0,0,0,0
21,2,59895,1,13,,1,2,2,2,0,,0,4,1,0,1,
24,2,32670,2,14,2,1,2,2,2,7,1,1,4,1,0,1,1
87,2,,1,12,,1,1,1,2,14,,0,4,1,0,1,
22,2,39930,1,13,1,1,2,2,2,4,1,1,4,1,0,1,0
51,2,23595,1,12,,,3,3,1,0,,1,3,0,0,1,
47,2,39930,3,18,2,2,2,3,2,8,4,1,2,1,1,0,0
27,2,23595,1,14,,2,3,3,2,1,,0,4,1,0,1,
20,3,,1,14,1,1,1,1,1,0,3,0,4,0,0,1,0
31,1,17242.5,1,12,,1,1,3,2,1,,1,4,1,0,1,
51,3,,3,17,1,1,2,2,2,3,12,0,2,1,0,0,0
87,3,39930,3,16,2,1,2,2,2,1,3,0,2,1,1,0,0
54,3,59895,3,16,,1,2,2,2,3,,1,4,1,0,1,
81,4,32670,1,12,2,1,1,2,2,1,1,0,3,1,1,1,1
47,2,5445,1,12,2,1,1,2,1,4,5,1,4,0,1,1,0
65,3,32670,3,16,2,1,2,2,1,0,2,0,3,0,1,1,0
75,2,1452,0,12,2,1,1,2,1,2,2,0,2,0,1,0,0
46,3,116160,3,16,2,2,2,2,1,2,3,1,3,0,1,1,0
53,3,101640,4,19,4,1,2,2,1,2,3,1,4,0,1,1,1
45,3,163843.847,3,16,,1,2,1,2,2,,0,3,1,1,1,
52,3,72600,4,17,1,1,1,2,2,1,4,1,4,1,1,1,2
56,3,87120,3,16,,1,1,2,2,3,,1,4,1,0,1,
58,1,11797.5,3,16,,1,2,3,2,3,,0,2,1,0,0,
69,3,11797.5,4,16,3,1,2,3,2,2,2,0,3,1,0,1,1
67,2,8167.5,1,12,3,1,3,3,2,8,3,0,3,1,0,1,2
54,3,,3,16,,1,3,3,2,6,,0,1,1,0,0,
53,2,72600,1,14,3,1,1,3,1,4,1,1,3,0,1,1,0
47,2,9982.5,1,14,,1,2,2,2,2,,1,2,1,0,0,
47,3,163843.847,3,16,1,1,2,3,1,2,2,0,3,0,1,1,0
63,3,15427.5,0,5,,1,3,1,2,9,,0,2,1,0,0,
32,2,32670,3,18,,1,3,2,2,6,,1,3,1,0,1,
23,1,32670,1,13,,1,2,3,2,2,,0,3,1,1,1,
38,2,39930,1,14,,1,3,2,2,5,,1,3,1,0,1,
51,2,49005,1,12,2,2,2,3,1,3,3,1,2,0,1,0,0
66,2,49005,3,16,,1,2,2,2,1,,1,4,1,0,1,
54,3,163843.847,4,20,,2,1,2,1,0,,1,4,0,1,1,
68,3,87120,1,12,4,1,2,1,1,8,2,0,3,0,1,1,0
58,3,163843.847,3,16,,1,3,2,1,1,,1,3,0,0,1,
33,3,116160,4,18,2,2,1,2,2,2,2,0,4,1,1,1,2
66,3,,3,16,,1,1,1,2,0,,0,4,1,0,1,
27,2,19965,1,12,,1,2,2,1,2,,1,3,0,0,1,
53,2,72600,1,12,2,1,2,2,1,3,2,0,3,0,0,1,0
54,3,27225,2,18,,1,2,2,1,3,,1,3,0,1,1,
67,1,9982.5,1,12,,1,3,2,1,5,,0,2,0,0,0,
65,2,17242.5,1,12,2,1,3,3,2,2,3,0,3,1,0,1,0
27,1,23595,1,15,3,1,2,2,2,8,4,1,3,1,0,1,1
28,2,13612.5,1,12,,2,2,2,1,3,,1,2,0,0,0,
27,2,17242.5,3,16,1,2,2,2,2,2,3,1,4,1,0,1,2
60,3,3267,0,8,2,1,2,2,1,8,6,0,3,0,0,1,
74,3,8167.5,1,12,2,1,2,2,2,0,5,0,3,1,0,1,0
44,1,3267,1,12,,1,1,1,2,1,,0,4,1,0,1,
63,2,15427.5,1,11,,1,1,2,1,5,,0,3,0,0,1,
72,1,6534,1,12,2,1,2,2,2,5,3,0,3,1,0,1,0
25,3,163843.847,3,17,,1,2,2,1,2,,1,2,0,0,0,
35,3,27225,3,18,2,1,1,2,1,0,4,1,2,0,0,0,1
56,2,19965,1,13,,1,1,3,1,2,,1,2,0,1,0,
75,1,17242.5,1,12,2,1,2,1,1,8,12,0,2,0,0,0,0
43,3,163843.847,3,16,,1,1,2,2,11,,1,3,1,1,1,
68,2,8167.5,2,14,2,1,2,2,1,3,3,0,3,0,0,1,0
61,3,32670,3,16,,1,2,3,2,5,,1,3,1,0,1,
46,2,23595,1,15,2,1,3,3,2,4,2,1,3,1,0,1,0
53,3,49005,4,18,,1,2,1,1,1,,1,4,0,0,1,
35,3,87120,3,16,,1,2,1,2,0,,1,3,1,1,1,
47,1,8167.5,0,9,,2,2,3,1,6,,0,2,0,0,0,
81,3,49005,2,13,,1,3,1,2,1,,0,2,1,1,0,
77,3,59895,3,17,2,,1,1,2,3,1,0,3,1,1,1,0
54,3,163843.847,4,17,1,1,2,1,1,1,1,1,3,0,1,1,0
43,3,72600,3,16,1,2,2,2,1,1,6,1,3,0,0,1,1
27,2,59895,2,15,,2,2,2,2,1,,1,3,1,0,1,
30,3,163843.847,3,16,3,1,1,1,2,1,0,1,2,1,1,0,1
52,3,163843.847,4,20,,1,2,2,1,3,,0,3,0,1,1,
55,3,163843.847,2,14,1,1,2,2,2,2,2,1,3,1,1,1,1
40,4,163843.847,3,16,,2,2,2,1,1,,1,3,0,1,1,
21,2,23595,1,14,2,1,3,3,2,1,2,1,2,1,0,0,1
81,2,11797.5,1,15,2,2,2,2,2,3,8,0,3,1,0,1,0
66,2,,4,20,,2,1,1,2,11,,0,4,1,0,1,
78,,8167.5,1,12,1,2,3,2,2,1,6,0,3,1,0,1,0
33,2,39930,2,16,2,2,3,2,2,2,2,1,2,1,0,0,0
23,2,39930,1,13,1,2,2,3,1,1,1,0,3,0,0,1,2
22,2,17242.5,1,13,,2,2,3,2,5,,1,2,1,0,0,
87,3,,0,11,2,1,2,2,2,0,5,0,3,1,0,1,0
35,3,49005,1,12,,1,2,2,1,2,,1,3,0,0,1,
44,2,32670,1,10,,2,2,1,2,6,,0,1,1,0,0,
19,3,,1,13,2,1,1,2,2,2,1,0,4,1,0,1,0
42,3,32670,1,12,,1,2,2,2,6,,1,3,1,0,1,
43,2,39930,1,13,,2,2,3,2,2,,1,3,1,1,1,
30,2,49005,1,14,,1,1,2,2,2,,0,3,1,0,1,
51,2,72600,4,18,1,1,1,3,2,3,3,1,4,1,1,1,1
39,2,87120,1,12,,1,3,2,2,4,,1,3,1,0,1,
66,3,72600,3,17,4,2,2,1,1,1,8,0,3,0,1,1,0
19,3,163843.847,1,12,1,1,3,1,2,4,1,0,2,1,0,0,1
30,2,27225,1,12,3,2,2,2,1,2,3,1,3,0,1,1,2
37,3,49005,1,14,,2,2,1,2,2,,1,3,1,1,1,
50,3,32670,1,12,,2,1,2,1,2,,1,3,0,1,1,
35,3,3993,1,13,1,1,1,2,2,4,8,1,4,1,1,1,0
70,2,17242.5,1,12,,1,2,2,2,4,,0,3,1,1,1,
33,3,4719,0,9,,1,1,2,2,4,,0,3,1,0,1,
51,2,39930,1,12,3,1,1,2,1,18,3,1,2,0,1,0,1
62,2,5445,0,9,,1,1,3,1,9,,0,1,0,1,0,
46,2,39930,1,13,4,1,2,3,2,2,14,0,2,1,1,0,2
47,2,19965,1,12,,1,3,2,1,2,,1,4,0,1,1,
56,3,72600,3,17,2,1,1,2,2,3,1,1,3,1,1,1,0
27,2,32670,4,18,2,1,1,2,2,4,2,1,4,1,0,1,1
27,2,23595,4,17,3,2,2,3,2,5,1,1,4,1,1,1,1
40,2,39930,4,17,4,1,2,1,1,9,0,1,4,0,0,1,1
63,3,101640,3,16,,1,1,2,2,3,,0,4,1,1,1,
35,1,1452,0,13,,1,2,1,1,1,,0,2,0,0,0,
79,,8167.5,0,10,2,2,1,1,2,6,7,0,2,1,0,0,0
47,3,2541,1,12,,1,1,3,1,0,,0,2,0,0,0,
43,2,27225,3,14,,1,1,2,1,2,,1,3,0,0,1,
44,2,,1,14,3,1,2,1,2,8,1,1,3,1,0,1,0
43,1,27225,1,13,,2,1,3,2,10,,0,2,1,0,0,
28,3,1452,0,12,3,1,1,3,2,3,1,0,4,1,0,1,0
44,3,,1,16,,1,3,1,2,1,,1,4,1,0,1,
54,2,32670,1,14,1,1,1,1,2,4,8,1,3,1,0,1,2
79,2,17242.5,1,12,,1,2,2,2,12,,0,3,1,0,1,
28,2,11797.5,1,12,3,1,3,3,2,4,5,0,1,1,0,0,1
52,1,363,1,12,,2,2,3,1,9,,0,3,0,0,1,
30,1,6534,1,12,,1,2,2,1,3,5,0,4,0,0,1,0
24,1,,1,12,,1,3,3,2,3,,0,3,1,0,1,
29,2,19965,1,12,2,1,2,3,1,3,1,1,3,0,0,1,3
73,2,11797.5,1,12,3,1,2,3,2,4,4,0,4,1,0,1,0
57,2,32670,1,12,,1,2,3,1,3,,0,2,0,1,0,
51,3,,3,16,3,2,2,1,1,3,3,1,3,0,1,1,1
65,3,87120,3,16,,1,2,2,1,1,,1,4,0,1,1,
28,2,13612.5,2,14,3,2,2,3,1,0,2,0,2,0,0,0,1
25,2,,3,15,,1,3,2,1,4,,0,4,0,0,1,
40,1,363,0,10,,1,3,3,1,0,,0,2,0,0,0,
56,2,,1,12,3,2,2,3,1,22,3,0,2,0,0,0,
27,2,,1,13,2,1,3,2,1,5,0,0,4,0,0,1,4
59,2,39930,1,14,,1,2,3,2,1,,1,3,1,0,1,
56,2,8167.5,3,16,1,2,1,2,1,5,3,0,3,0,0,1,0
61,3,,1,12,2,1,1,2,2,2,1,0,3,1,1,1,1
56,3,101640,1,12,2,1,1,2,2,2,2,1,3,1,1,1,2
35,2,163843.847,3,19,,1,1,2,2,1,,1,4,1,1,1,
57,1,17242.5,1,12,,1,2,3,1,2,,0,1,0,1,0,
50,3,116160,1,13,2,1,2,1,2,1,0,1,3,1,1,1,0
25,1,59895,1,13,,1,2,2,1,4,,0,4,0,0,1,
59,2,9982.5,1,16,,1,3,2,2,7,,1,3,1,0,1,
73,3,32670,1,14,,1,1,1,1,1,,0,2,0,1,0,
60,2,39930,1,12,3,2,1,3,1,14,5,0,4,0,0,1,2
84,2,,0,6,,1,1,3,1,6,,0,2,0,1,0,
57,2,11797.5,0,11,3,1,2,1,2,3,3,1,3,1,0,1,0
35,3,39930,1,12,3,1,2,2,2,2,2,1,2,1,0,0,0
28,3,101640,3,16,,1,2,1,2,2,,0,3,1,1,1,
42,4,101640,4,17,1,1,1,2,2,2,1,1,4,1,0,1,2
38,2,13612.5,1,12,3,2,2,3,2,2,4,0,4,1,0,1,1
69,2,59895,0,8,,1,1,1,1,8,,1,2,0,1,0,
68,3,27225,1,12,3,1,2,2,1,1,3,0,3,0,0,1,1
44,3,49005,1,14,,1,1,2,1,3,,1,3,0,0,1,
67,2,59895,3,16,1,2,2,1,1,2,5,0,3,0,1,1,1
45,3,116160,3,20,1,2,2,2,2,2,1,1,3,1,1,1,2
68,3,101640,4,18,1,1,2,2,2,6,5,0,3,1,0,1,2
34,2,59895,3,17,,1,1,2,2,2,,0,3,1,1,1,
24,2,87120,0,11,2,1,1,3,2,3,0,1,4,1,0,1,2
32,1,32670,3,16,1,,1,3,2,5,1,0,4,1,0,1,2
22,2,13612.5,1,12,,2,2,1,1,1,,0,2,0,0,0,
35,2,8167.5,1,12,,1,3,3,2,4,,0,2,1,1,0,
64,3,49005,1,12,1,2,2,1,2,6,4,1,4,1,0,1,0
26,2,23595,1,12,,2,1,2,1,2,,1,4,0,0,1,
63,3,72600,4,18,,1,2,2,1,1,,0,3,0,1,1,
32,1,15427.5,2,14,3,1,2,2,1,9,0,1,2,0,1,0,0
61,3,11797.5,3,17,,2,2,2,1,3,,0,4,0,0,1,
40,3,87120,3,18,1,2,3,3,1,1,2,0,2,0,0,0,0
64,2,39930,3,16,1,1,2,2,2,3,1,1,3,1,1,1,1
41,3,87120,4,20,,1,1,1,1,2,,1,4,0,1,1,
55,2,72600,3,16,1,1,2,2,1,7,1,1,3,0,1,1,1
65,3,59895,3,17,,1,1,2,2,3,,1,3,1,1,1,
43,3,27225,3,19,,1,2,3,1,1,,0,3,0,0,1,
56,3,87120,3,16,4,2,1,2,1,2,2,1,4,0,1,1,0
67,3,39930,4,20,1,1,2,1,2,6,2,0,2,1,1,0,0
69,2,32670,1,12,3,2,3,3,1,5,5,1,4,0,0,1,0
23,3,49005,1,12,,1,1,2,2,1,,0,3,1,0,1,
43,3,116160,3,16,1,1,1,2,2,7,1,1,3,1,1,1,1
46,2,39930,1,14,,1,2,2,2,4,,1,3,1,0,1,
34,3,101640,3,16,2,1,1,1,1,2,1,1,4,0,1,1,9
56,3,32670,3,16,2,1,2,2,1,5,4,0,2,0,0,0,2
25,3,49005,3,16,,1,1,2,2,2,,1,3,1,1,1,
77,2,23595,1,12,,1,2,2,2,0,,0,4,1,1,1,
30,3,39930,3,17,1,1,2,3,1,1,1,0,2,0,0,0,0
70,2,32670,1,13,,1,3,3,2,4,,0,4,1,0,1,
79,3,39930,3,16,3,2,2,2,1,2,4,0,3,0,1,1,1
59,3,15427.5,1,16,,1,2,2,1,3,,1,4,0,0,1,
68,2,39930,1,14,1,2,2,1,1,3,2,0,3,0,1,1,0
29,3,32670,1,12,,1,2,2,1,5,,1,3,0,0,1,
31,2,9982.5,1,12,1,1,2,3,2,1,3,0,2,1,0,0,0
27,2,11797.5,1,12,2,1,2,3,2,2,2,0,2,1,0,0,2
47,1,15427.5,1,12,,1,3,3,1,1,,0,2,0,1,0,
35,2,17242.5,2,14,,1,2,2,1,2,,0,3,0,1,1,
54,1,5445,0,9,2,2,3,3,1,2,10,0,2,0,0,0,0
31,1,11797.5,1,15,,1,2,2,1,3,,0,3,0,0,1,
55,2,59895,1,13,,2,2,2,2,1,,1,2,1,1,0,
61,2,23595,1,14,2,1,2,3,2,4,3,1,2,1,0,0,1
26,2,27225,1,13,,1,2,3,1,1,,1,3,0,0,1,
60,3,87120,1,12,3,2,1,1,2,3,2,1,3,1,1,1,1
25,3,15427.5,3,16,2,1,2,2,1,7,1,1,4,0,0,1,1
56,3,39930,3,16,,2,2,2,1,10,,1,4,0,1,1,
57,1,13612.5,1,12,,1,3,3,1,2,,0,2,0,1,0,
82,2,13612.5,0,10,,1,1,3,1,1,,0,3,0,0,1,
22,2,11797.5,1,13,3,1,2,3,2,14,6,1,3,1,0,1,1
29,2,49005,2,14,1,2,2,3,1,2,3,1,3,0,0,1,4
35,2,19965,2,16,2,1,2,2,2,2,1,1,3,1,0,1,5
56,3,27225,3,16,2,1,2,1,1,7,5,0,4,0,0,1,0
82,3,13612.5,1,12,,1,2,2,1,2,,0,4,0,1,1,
39,3,,0,9,2,1,3,3,1,3,6,0,2,0,0,0,0
50,2,39930,0,8,,1,1,2,2,6,,1,3,1,1,1,
22,3,49005,1,13,1,1,2,1,1,2,2,1,3,0,0,1,1
52,1,17242.5,4,18,,1,2,3,2,2,,1,3,1,0,1,
66,3,39930,4,20,1,1,3,3,2,3,0,0,3,1,0,1,0
38,2,39930,0,11,,1,2,3,2,6,,1,4,1,1,1,
39,3,49005,1,12,2,1,2,2,2,4,2,1,3,1,0,1,4
43,2,59895,2,14,,1,2,2,2,2,,1,2,1,1,0,
39,2,39930,1,12,,1,3,2,1,1,,1,3,0,0,1,
69,2,32670,4,19,1,1,1,1,2,2,4,0,4,1,0,1,0
56,2,49005,1,12,,1,1,3,2,3,,1,3,1,0,1,
77,3,9982.5,1,12,3,1,2,1,1,6,2,0,3,0,0,1,0
61,3,87120,1,12,2,1,1,2,1,1,4,0,3,0,1,1,1
39,3,72600,1,13,,1,1,1,2,7,,1,3,1,1,1,
83,2,17242.5,0,8,,1,2,1,2,9,,0,3,1,0,1,
27,3,116160,1,12,1,2,2,3,1,1,0,1,1,0,0,0,1
63,3,49005,3,16,,1,1,2,2,3,,0,4,1,1,1,
72,2,19965,1,12,3,2,3,3,1,8,6,0,2,0,1,0,0
42,2,,1,14,,1,2,3,2,3,,0,2,1,1,0,
52,3,163843.847,4,18,,1,2,1,2,3,,0,4,1,1,1,
75,3,87120,1,13,,1,2,2,1,3,,0,3,0,1,1,
40,3,163843.847,3,16,,1,2,3,2,0,,1,3,1,0,1,
62,3,163843.847,3,16,2,2,2,1,2,4,1,0,3,1,1,1,3
42,3,163843.847,4,18,,2,2,2,1,1,,0,4,0,1,1,
83,3,5445,1,15,3,2,2,1,2,2,5,0,2,1,0,0,0
76,4,163843.847,2,14,2,1,1,1,1,4,1,0,3,0,1,1,0
52,3,116160,4,20,,1,1,1,2,1,,1,3,1,1,1,
19,2,49005,1,12,3,1,1,2,1,11,4,0,3,0,0,1,2
51,3,39930,1,11,,1,2,2,2,8,,0,3,1,1,1,
28,3,49005,3,16,2,1,1,3,1,2,0,1,3,0,1,1,1
31,3,87120,1,14,,2,1,3,1,9,,1,2,0,0,0,
43,2,72600,1,13,3,2,2,2,1,5,3,1,4,0,0,1,1
89,2,23595,2,14,3,1,3,3,1,3,5,0,2,0,1,0,0
56,2,59895,1,10,,2,2,,1,3,,1,3,0,0,1,
58,2,49005,1,12,3,1,2,2,1,4,4,1,2,0,1,0,0
38,2,49005,2,16,,1,1,2,1,3,,1,4,0,1,1,
47,3,59895,3,16,1,1,2,3,2,3,0,1,2,1,1,0,0
48,3,15427.5,1,11,,2,2,3,2,2,,1,3,1,1,1,
26,2,39930,2,14,1,1,2,3,1,4,0,0,4,0,0,1,3
23,2,1452,0,9,,1,1,2,2,4,,0,3,1,0,1,
30,2,27225,0,10,2,2,1,2,2,9,2,0,3,1,0,1,2
49,2,39930,4,17,,1,2,2,2,7,,1,4,1,0,1,
52,2,39930,1,12,2,1,2,3,2,0,2,1,2,1,0,0,1
22,2,,1,13,,1,2,2,1,7,,1,3,0,0,1,
42,2,1452,0,7,,1,2,1,1,1,,0,2,0,0,0,
24,3,,1,12,,2,3,2,1,4,,0,3,0,0,1,
33,2,32670,1,12,1,1,2,2,2,6,3,1,1,1,0,0,1
46,2,,1,12,,1,3,3,2,0,,1,2,1,0,0,
54,2,49005,2,14,4,1,2,1,2,1,2,1,3,1,0,1,1
47,2,15427.5,0,12,,2,2,3,1,2,,0,1,0,0,0,
62,2,49005,3,16,1,1,2,2,1,2,4,1,3,0,0,1,2
48,2,59895,1,12,,2,1,3,1,2,,1,4,0,1,1,
32,3,72600,4,20,1,1,1,1,1,2,1,1,4,0,1,1,5
31,1,,1,12,,1,3,3,1,6,,0,3,0,1,1,
37,3,59895,3,16,,2,2,2,2,2,,1,3,1,0,1,
36,3,59895,3,16,1,1,1,1,1,1,1,1,3,0,1,1,1
47,2,116160,0,7,,2,1,1,1,5,,1,3,0,1,1,
37,3,163843.847,4,19,,1,2,1,2,3,,1,4,1,1,1,
89,2,,1,11,3,1,2,1,1,5,8,0,2,0,0,0,0
71,3,39930,3,16,,2,2,3,2,1,,0,1,1,1,0,
21,2,59895,1,13,2,2,2,2,2,3,2,1,4,1,0,1,0
67,,9982.5,3,17,2,1,2,3,2,1,0,0,2,1,0,0,0
34,3,39930,1,11,3,1,2,2,1,3,3,1,3,0,1,1,0
65,3,32670,1,14,,1,2,2,1,1,,0,4,0,0,1,
68,3,49005,1,12,2,2,2,1,2,1,3,0,3,1,1,1,0
